"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1493577534578913281""",https://twitter.com/jefzain6/status/1493577534578913281,"15-Feb-2022 13:26:48","""RT @AFFPresse: AFF U23 Championship 2022 - Prince Stadium all ready for kick off in Group B later today with the first match between Malays…""",ReTweet,"""Twitter for Android""",4,0,"World ",English,"""217470286""","Jeff Zain",jefzain6,"""Sports. Get on with life.""",Non-Verified,https://twitter.com/jefzain6,52,373,"19-Nov-2010 16:26:44"
"""1493577052393721857""",https://twitter.com/BrightMinho/status/1493577052393721857,"15-Feb-2022 13:24:53","""RT @BrightMinho: ใครเล็ง AirPods 3 ร้านมั่นคง ลดเหลือ 6,469 บาท จากปกติ 6,790 บาท
พิกัด📍: https://t.co/QogbUrU2DQ

เก็บโค้ด Shopee Mall  โ…""",ReTweet,"""Twitter for iPhone""",4,0,"ติดต่องาน Line ID: brightlight",Thai,"""165078383""",ʕ·ᴥ·ʔᴍɪɴʜᴏ🎧🧑🏻‍💻✨🎟,BrightMinho,"""ทวีตไปเรื่อย📟💻📱🌈powered by🍵| ชอบฟังเพลง ดูหนัง ซีรีส์ ชอบหูฟัง Gadgets, iOS, Android คำเตือน⚠️ ระวังโดนป้ายยา #MovieTwit | รีวิวทุกสิ่งทุกอย่างบนโลกใบนี้""",Non-Verified,https://twitter.com/BrightMinho,194164,749,"10-Jul-2010 14:50:25"
"""1493576434605981699""",https://twitter.com/jefzain6/status/1493576434605981699,"15-Feb-2022 13:22:25","""RT @AFFPresse: AFF U23 Championship 2022 - Thailand in training ahead of their match against Singapore tomorrow evening at the Prince Stadi…""",ReTweet,"""Twitter for Android""",3,0,"World ",English,"""217470286""","Jeff Zain",jefzain6,"""Sports. Get on with life.""",Non-Verified,https://twitter.com/jefzain6,52,373,"19-Nov-2010 16:26:44"
"""1493575583959236612""",https://twitter.com/AndreaCoventry/status/1493575583959236612,"15-Feb-2022 13:19:03","""5*s ""It is a story of hope, resilience, second chances, and family ties that can weather all storms.""

Read an excerpt from THE FAMILY SHE NEVER MET by Caridad Pineiro
https://t.co/up9ezUf7DD

On Amazon:
https://t.co/xqnQTr1oIX
#aff https://t.co/tFnIPZpIAi""",Tweet,"""Buffer""",0,0,"Rochester, NY",English,"""42647661""","Andrea Coventry",AndreaCoventry,"""#Montessori child & educator who loves #reading, #writing, #music, #nature, and #crafts. Also @MontessoriWrite.""",Non-Verified,https://twitter.com/AndreaCoventry,8855,3782,"26-May-2009 15:31:40"
"""1493575567026765829""",https://twitter.com/LBMalaysia/status/1493575567026765829,"15-Feb-2022 13:18:59","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,,English,"""932716873644470272""",LigaBolasepakMalaysia🇲🇾,LBMalaysia,"""Football,Bola,Soccer..U name it, I know nothing about It!""",Non-Verified,https://twitter.com/LBMalaysia,2621,149,"20-Nov-2017 21:06:46"
"""1493574981170651137""",https://twitter.com/amigodtransito/status/1493574981170651137,"15-Feb-2022 13:16:39","""RT @traficovv: Vía @tumototrafico #AFF #AGCG sentido este presenta mucha lentitud. Por una cuadrilla de trabajadores caminando por el canal…""",ReTweet,"""Twitter for Android""",1,0,,Spanish,"""1460755289540550656""","Amigo del Transito",amigodtransito,"""""",Non-Verified,https://twitter.com/amigodtransito,175,37,"16-Nov-2021 23:43:20"
"""1493574973910364163""",https://twitter.com/BrigadaHelice/status/1493574973910364163,"15-Feb-2022 13:16:37","""RT @Luis24Palacios: Cuadrillas de limpieza se desplazan por la #AFF vía este, la mantienen muy transitada y lenta en algunos tramos desde L…""",ReTweet,"""Twitter for Android""",1,0,"Parrq 23 de Enero zona Central",Spanish,"""208339220""","Brigada Hélice",BrigadaHelice,"""Brigada de Rescate, Prevención y Prehospitalaria las 24 horas los 365 días del año. 0424-1030228/Emergencias VEN 911 25 Años de Fundados. Rif.: J-30395443-0""",Non-Verified,https://twitter.com/BrigadaHelice,5972,2793,"27-Oct-2010 02:54:18"
"""1493574730699481089""",https://twitter.com/BrigadaHelice/status/1493574730699481089,"15-Feb-2022 13:15:39","""RT @tumototrafico: #AFF #AGCG sentido este presenta mucha lentitud. Por una cuadrilla de trabajadores caminando por el canal lento con unos…""",ReTweet,"""Twitter for Android""",5,0,"Parrq 23 de Enero zona Central",Spanish,"""208339220""","Brigada Hélice",BrigadaHelice,"""Brigada de Rescate, Prevención y Prehospitalaria las 24 horas los 365 días del año. 0424-1030228/Emergencias VEN 911 25 Años de Fundados. Rif.: J-30395443-0""",Non-Verified,https://twitter.com/BrigadaHelice,5972,2793,"27-Oct-2010 02:54:18"
"""1493574400683216905""",https://twitter.com/tumonitorvial/status/1493574400683216905,"15-Feb-2022 13:14:21","""RT @tumototrafico: #AFF #AGCG sentido este presenta mucha lentitud. Por una cuadrilla de trabajadores caminando por el canal lento con unos…""",ReTweet,"""Twitter for Android""",5,0,"Caracas, Venezuela",Spanish,"""388351428""","Gabriel Rodríguez",tumonitorvial,"""Voz de La Máquina El Programa del Tránsito @maquinadelaire @maquinadelaire1 . Voluntario de @brigadahelice #LaVozDelTránsito  Pacífica 90.7 FM.
8 AM /12 M/ 5 PM""",Non-Verified,https://twitter.com/tumonitorvial,3116,1723,"10-Oct-2011 16:12:41"
"""1493574229622726659""",https://twitter.com/traficovv/status/1493574229622726659,"15-Feb-2022 13:13:40","""Vía @tumototrafico #AFF #AGCG sentido este presenta mucha lentitud. Por una cuadrilla de trabajadores caminando por el canal lento con unos Odometros haciendo el metraje de la autopista hasta el Dist. Metropolitano #15Feb 9.14am. #15Febrero  https://t.co/eU2dzO3Psq""",Tweet,"""Twitter for Android""",1,1,Caracas,Spanish,"""297603985""","Noticiero Tráfico",traficovv,"""Servicio para el reporte del tráfico en toda Venezuela, generado por la participación de todos con el respaldo del Noticiero Venevisión.""",Non-Verified,https://twitter.com/traficovv,719276,67904,"12-May-2011 19:52:43"
"""1493573795210313731""",https://twitter.com/morgankwyatt/status/1493573795210313731,"15-Feb-2022 13:11:56","""RT @AndreaCoventry: I fell in love with Destiny Falls. Read my #bookreview of RUINED, the second standalone book in the Destiny Falls serie…""",ReTweet,"""Twitter Web App""",27,0,"Sailor Take Warning 5/2/20",English,"""508132441""","morgan k wyatt",morgankwyatt,"""Author, wife, mother, reader, rescue dog mom, gardener, off the beaten trail traveler, sunset watcher, nature lover, wine fan and Star Trek geek.""",Non-Verified,https://twitter.com/morgankwyatt,18385,17099,"29-Feb-2012 00:23:28"
"""1493572187248336903""",https://twitter.com/creatorzRT/status/1493572187248336903,"15-Feb-2022 13:05:33","""RT @Thriftplanenjoy: #AFF - This amazing eBook from @NeeshaRees has literally changed my approach to affiliate marketing. Check it out if y…""",ReTweet,"""Twitter for Android""",2,0,"England, United Kingdom",English,"""1234574497551978496""","Kinder To",creatorzRT,"""🌍Kinder to earth & all living things
      
🌿FOLLOW & TAG US for RETWEETS!""",Non-Verified,https://twitter.com/creatorzRT,3399,10,"02-Mar-2020 20:21:21"
"""1493572175852445700""",https://twitter.com/creatorzRT/status/1493572175852445700,"15-Feb-2022 13:05:30","""RT @Mummyconquerin1: #AFF - Looking to up your game on Pinterest, without the hassle of designing pins? Look no further than these amazing…""",ReTweet,"""Twitter for Android""",1,0,"England, United Kingdom",English,"""1234574497551978496""","Kinder To",creatorzRT,"""🌍Kinder to earth & all living things
      
🌿FOLLOW & TAG US for RETWEETS!""",Non-Verified,https://twitter.com/creatorzRT,3399,10,"02-Mar-2020 20:21:21"
"""1493572014061273089""",https://twitter.com/licacosta/status/1493572014061273089,"15-Feb-2022 13:04:52","""RT @tumototrafico: #AFF #AGCG sentido este presenta mucha lentitud. Por una cuadrilla de trabajadores caminando por el canal lento con unos…""",ReTweet,"""Twitter Web App""",5,0,VENEZUELA,Spanish,"""54584808""","Lic Acosta",licacosta,"""""",Non-Verified,https://twitter.com/licacosta,817,1273,"07-Jul-2009 15:49:00"
"""1493571931433484291""",https://twitter.com/Luis24Palacios/status/1493571931433484291,"15-Feb-2022 13:04:32","""Cuadrillas de limpieza se desplazan por la #AFF vía este, la mantienen muy transitada y lenta en algunos tramos desde La Charneca a La California. 9:03am 

#transito #caracas #15DeFebrero #cuadrillas""",Tweet,"""Twitter for iPhone""",1,0,"On the road",Spanish,"""206701876""","Luis Alfons Palacios",Luis24Palacios,"""10 años en radio con la información del tránsito! Ahora en la MUSI-KOLA REPORT, a través de Red Musik 104.5 FM""",Non-Verified,https://twitter.com/Luis24Palacios,20189,504,"23-Oct-2010 14:41:59"
"""1493571429631201285""",https://twitter.com/Krinkron/status/1493571429631201285,"15-Feb-2022 13:02:32","""RT @tumototrafico: #AFF #AGCG sentido este presenta mucha lentitud. Por una cuadrilla de trabajadores caminando por el canal lento con unos…""",ReTweet,"""Twitter Web App""",5,0,,Spanish,"""170775730""","Thoughts Matter",Krinkron,"""No pienses hacer a los demás lo que no quieras que los demás
pensaran en hacerte a ti, no es una ley moral ni filosófica, es una ley física. Jean Michel Mallet""",Non-Verified,https://twitter.com/Krinkron,399,1565,"25-Jul-2010 18:52:01"
"""1493571080958578689""",https://twitter.com/AmirGhost65/status/1493571080958578689,"15-Feb-2022 13:01:09","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,"East Coast Malaysia",English,"""1011988214905618432""","Amir Alias 🇲🇾",AmirGhost65,"""Chelsea is The World Champions 💙🔥 #ChelseaFC #TerengganuFC #HarimauMalaya #SaveMalaysianFootball""",Non-Verified,https://twitter.com/AmirGhost65,22,516,"27-Jun-2018 15:02:47"
"""1493570796479987716""",https://twitter.com/tumototrafico/status/1493570796479987716,"15-Feb-2022 13:00:01","""#AFF #AGCG sentido este presenta mucha lentitud. Por una cuadrilla de trabajadores caminando por el canal lento con unos Odometros haciendo el metraje de la autopista hasta el Dist. Metropolitano #15Feb 9.02am. https://t.co/gkWT8qRpkC""",Tweet,"""Twitter for Android""",5,4,Albertomorales382@gmail.com,Spanish,"""4248135201""","Tu Moto Trafico",tumototrafico,"""Empresa de reporte vial en tiempo actual. Reportero en la #maquinadelaire 8.00am. 12.00pm 5.00pm.#caracas #AGMA #Guarenas  #Guatire-Emergencias @angelesdlasvias""",Non-Verified,https://twitter.com/tumototrafico,5489,2670,"22-Nov-2015 08:06:21"
"""1493568977074892810""",https://twitter.com/Autopista_GMA/status/1493568977074892810,"15-Feb-2022 12:52:47","""#AFF - Tránsito lento a la altura de El Dist La Araña, luego afluencia vehicular hasta Plaza Venezuela, luego retraso para conectar al segundo piso; sentido Centro; volumen vehicular a la altura de Plaza Venezuela. 08:12am #TrafficCenter""",Tweet,"""IFTTT""",0,0,"Caracas, Venezuela",Spanish,"""160922154""","Autopista Gran Mariscal de Ayacucho - #AGMA",Autopista_GMA,"""La Autopista Gran Mariscal de Ayacucho es una importante arteria vial que comunica a la ciudad de Caracas con la Región Nor-Oriental de Venezuela.""",Non-Verified,https://twitter.com/Autopista_GMA,1171,120,"29-Jun-2010 13:38:03"
"""1493568970879819777""",https://twitter.com/Autopista_GMA/status/1493568970879819777,"15-Feb-2022 12:52:46","""Autopista Valle-Coche - Lentitud sentido Norte para superar El Dist. Las Gaviotas, luego cola desde La Bandera hasta conectar a la #AFF sentido Este. 07:54am #TrafficCenter""",Tweet,"""IFTTT""",0,0,"Caracas, Venezuela",Spanish,"""160922154""","Autopista Gran Mariscal de Ayacucho - #AGMA",Autopista_GMA,"""La Autopista Gran Mariscal de Ayacucho es una importante arteria vial que comunica a la ciudad de Caracas con la Región Nor-Oriental de Venezuela.""",Non-Verified,https://twitter.com/Autopista_GMA,1171,120,"29-Jun-2010 13:38:03"
"""1493568377360633860""",https://twitter.com/bloggingbeesrt/status/1493568377360633860,"15-Feb-2022 12:50:24","""RT @Mummyconquerin1: #AFF - I use CanvaPro daily for my blog.

Creating everything from social media images, my products for my upcoming sh…""",ReTweet,"""Twitter for iPhone""",0,0,"Wisconsin, USA",English,"""948682540516298752""","🐝 BloggingBeesRT 🐝",bloggingbeesrt,"""Connecting with #bloggers everywhere! Daily threads! Use #bloggingbeesrt for a RT! Owner: 🖤 @sunburntaloe""",Non-Verified,https://twitter.com/bloggingbeesrt,6184,910,"03-Jan-2018 22:28:38"
"""1493567213722382342""",https://twitter.com/GFBickerstaff/status/1493567213722382342,"15-Feb-2022 12:45:47","""RT @AndreaCoventry: 5*s! ""Awesome book that the whole family will enjoy. ""

THE ADVENTURES OF MAHALIA AND MALCOLM by Terance L. Shipman and…""",ReTweet,"""Twitter Web App""",27,0,"West Scotland",English,"""1556476309""","Gordon Bickerstaff",GFBickerstaff,"""Loves reading, writing, and reviewing thrillers. 
Find my books on Amazon - https://t.co/dy2zYheifQ 
More information here - https://t.co/ES2xPPjF4m""",Non-Verified,https://twitter.com/GFBickerstaff,23204,9450,"29-Jun-2013 20:17:14"
"""1493566615270658053""",https://twitter.com/Luis24Palacios/status/1493566615270658053,"15-Feb-2022 12:43:24","""#AFF de Petare a Pza Caricuao con buen tránsito. 8:43am 

#transito #caracas #15DeFebrero""",Tweet,"""Twitter for iPhone""",0,0,"On the road",Spanish,"""206701876""","Luis Alfons Palacios",Luis24Palacios,"""10 años en radio con la información del tránsito! Ahora en la MUSI-KOLA REPORT, a través de Red Musik 104.5 FM""",Non-Verified,https://twitter.com/Luis24Palacios,20189,504,"23-Oct-2010 14:41:59"
"""1493566580873121800""",https://twitter.com/traficovv/status/1493566580873121800,"15-Feb-2022 12:43:16","""#AFF Sentido Este, encuentran lentitud desde La Yaguara hasta superar Las Mercedes. Hay varios puntos de rápido recorrido, pero la situación general es lentitud por afluencia en ese trayecto. 8:45a.m. #15Febrero 🚐""",Tweet,"""Twitter for Android""",0,0,Caracas,Spanish,"""297603985""","Noticiero Tráfico",traficovv,"""Servicio para el reporte del tráfico en toda Venezuela, generado por la participación de todos con el respaldo del Noticiero Venevisión.""",Non-Verified,https://twitter.com/traficovv,719276,67904,"12-May-2011 19:52:43"
"""1493566393605894144""",https://twitter.com/Luis24Palacios/status/1493566393605894144,"15-Feb-2022 12:42:32","""Cola en la #AFF vía este.
Lenta avanzando La Yaguara y la Araña, después del Botánico a los Ruices, luego libre hasta Petare. 8:42am

#transito #caracas #15DeFebrero""",Tweet,"""Twitter for iPhone""",0,0,"On the road",Spanish,"""206701876""","Luis Alfons Palacios",Luis24Palacios,"""10 años en radio con la información del tránsito! Ahora en la MUSI-KOLA REPORT, a través de Red Musik 104.5 FM""",Non-Verified,https://twitter.com/Luis24Palacios,20189,504,"23-Oct-2010 14:41:59"
"""1493565502479867904""",https://twitter.com/gustavomax/status/1493565502479867904,"15-Feb-2022 12:38:59","""@euleodias Quando voltou as câmeras, ela grava o raio-x pedindo desculpas e dizendo que vai melhorar #aff""",Reply,"""Twitter for iPhone""",0,0,"República de Moçambique",Portuguese,"""34345212""","MAX #BBB22",gustavomax,"""Eu sou Ex BBB 2, DJ, Artista Plástico de Moçambique.""",Non-Verified,https://twitter.com/gustavomax,955,721,"22-Apr-2009 18:02:31"
"""1493564403324633089""",https://twitter.com/biiSuGGWP/status/1493564403324633089,"15-Feb-2022 12:34:37","""RT @AFFPresse: AFF U23 Championship 2022 - Thailand in training ahead of their match against Singapore tomorrow evening at the Prince Stadi…""",ReTweet,"""Twitter for Android""",3,0,,English,"""379509787""",apiTop,biiSuGGWP,"""Football, Game,​ Japan, Anime, Arsenal, Aimer,​ Consadole, Frontale​ | รีบ้างทวิตบ้างหลายเรื่องแต่หลักๆคือฟุตบอล(มั้ง?😂)""",Non-Verified,https://twitter.com/biiSuGGWP,222,1366,"25-Sep-2011 02:55:01"
"""1493562913923158016""",https://twitter.com/motocar22/status/1493562913923158016,"15-Feb-2022 12:28:42","""RT @FMCENTER: #AFF - Tránsito lento a la altura de El Dist La Araña, luego afluencia vehicular hasta Plaza Venezuela, luego retraso para co…""",ReTweet,"""Twitter for Android""",3,0,venezuela,Spanish,"""392284154""",motocar22@gmail.com,motocar22,"""repuestos para tu auto somos tienda fisica tambien papeleria toners cartuchos aire acondicionado domestico e industrial presupuestos sin compromisos""",Non-Verified,https://twitter.com/motocar22,2628,3916,"16-Oct-2011 20:10:48"
"""1493561961531023360""",https://twitter.com/BridgitteLesley/status/1493561961531023360,"15-Feb-2022 12:24:55","""RT @AndreaCoventry: I fell in love with Destiny Falls. Read my #bookreview of RUINED, the second standalone book in the Destiny Falls serie…""",ReTweet,"""Twitter Web App""",27,0,"South Africa",English,"""1586826302""","Bridgitte Goosen",BridgitteLesley,"""#survivor 
Living each day as it comes.  Making the most of everything.  
Still lots to write!  
#romance #familysagas #grateful  
https://t.co/i4fgeGj3o2""",Non-Verified,https://twitter.com/BridgitteLesley,64127,66109,"11-Jul-2013 21:17:17"
"""1493561801967116295""",https://twitter.com/BridgitteLesley/status/1493561801967116295,"15-Feb-2022 12:24:17","""RT @AndreaCoventry: 5*s! ""Couldn’t put it down!!""

Check out ANNIE JONES AND THE ANIMAL SANCTUARY: ANNIE MEETS MOLLY by Tami L. Colby
https…""",ReTweet,"""Twitter Web App""",15,0,"South Africa",English,"""1586826302""","Bridgitte Goosen",BridgitteLesley,"""#survivor 
Living each day as it comes.  Making the most of everything.  
Still lots to write!  
#romance #familysagas #grateful  
https://t.co/i4fgeGj3o2""",Non-Verified,https://twitter.com/BridgitteLesley,64127,66109,"11-Jul-2013 21:17:17"
"""1493561645016272897""",https://twitter.com/BridgitteLesley/status/1493561645016272897,"15-Feb-2022 12:23:39","""RT @AndreaCoventry: It's the second part of Annie's story! And yes, the puggle is back.

ANNIE JONES AND THE ANIMAL SANCTUARY PART TWO: JER…""",ReTweet,"""Twitter Web App""",15,0,"South Africa",English,"""1586826302""","Bridgitte Goosen",BridgitteLesley,"""#survivor 
Living each day as it comes.  Making the most of everything.  
Still lots to write!  
#romance #familysagas #grateful  
https://t.co/i4fgeGj3o2""",Non-Verified,https://twitter.com/BridgitteLesley,64127,66109,"11-Jul-2013 21:17:17"
"""1493561622710960129""",https://twitter.com/MundialesyCopas/status/1493561622710960129,"15-Feb-2022 12:23:34","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,"Cajica Colombia",English,"""299968082""","⚽Football, #Futsal, #BeachSoccer⚽",MundialesyCopas,"""Fútbol en las 25 Federaciones

Torneos En Juego:
🇪🇨|#LibertadoresSub20
🇰🇬|#CAFA U19 #Futsal

Futuros Torneos
🇰🇭|#AFF U23
🇵🇹|#AlgarveCup Women's""",Non-Verified,https://twitter.com/MundialesyCopas,1424,83,"17-May-2011 00:05:06"
"""1493560223562350594""",https://twitter.com/_beccafarrelly/status/1493560223562350594,"15-Feb-2022 12:18:00","""RT @_beccafarrelly: Want quick, easy meals delivered straight to your door?

I have a special link just for you to get 35% off your first b…""",ReTweet,"""SocialBee.io v2""",1,0,"Nottingham, UK",English,"""954351122""","Becca Farrelly",_beccafarrelly,"""Family & Home Organisation Blogger | helping SAH parents organise their everyday lives by giving them useful advice and strategies. 
rfarrelly67@yahoo.co.uk""",Non-Verified,https://twitter.com/_beccafarrelly,4476,4258,"17-Nov-2012 21:24:37"
"""1493559528398671875""",https://twitter.com/warmsutthi/status/1493559528398671875,"15-Feb-2022 12:15:15","""เป็นกระเป๋าสะพายที่น่ารักและสีสวยมากกกก ใบไม่ใหญ่เท่าไหร่ สะพายแล้วกำลังดีเลย ส่วนวัสดุเป็นผ้าใบ ถ้าเลอะก็ซักได้ไม่ต้องห่วง

พิกัด : https://t.co/spScdAP9Sb #aff https://t.co/Jra2JZLRHL""",Tweet,"""Twitter for iPhone""",0,1,"AIA Thailand",Thai,"""90395664""","WARM ATREIDES |||",warmsutthi,"""ตัวแทน AIA ครับซื้อได้ ถามได้ ไม่ว่ากัน สอบถามเรื่องประกันหรือติดต่องาน DM หรือ line @warm-aia (มี @ ด้วยน้า) #MDRT""",Non-Verified,https://twitter.com/warmsutthi,88016,248,"16-Nov-2009 13:46:06"
"""1493559250517430282""",https://twitter.com/Willi99798203/status/1493559250517430282,"15-Feb-2022 12:14:08","""RT @FMCENTER: #AFF - Tránsito lento a la altura de El Dist La Araña, luego afluencia vehicular hasta Plaza Venezuela, luego retraso para co…""",ReTweet,"""Twitter for Android""",3,0,,Spanish,"""1100548001397911553""",willito,Willi99798203,"""instalacion de alarmas a domicilio para vehiculos,gps y mas""",Non-Verified,https://twitter.com/Willi99798203,601,917,"27-Feb-2019 00:07:45"
"""1493558913404395521""",https://twitter.com/FMCENTER/status/1493558913404395521,"15-Feb-2022 12:12:48","""#AFF - Tránsito lento a la altura de El Dist La Araña, luego afluencia vehicular hasta Plaza Venezuela, luego retraso para conectar al segundo piso; sentido Centro; volumen vehicular a la altura de Plaza Venezuela. 08:12am #TrafficCenter""",Tweet,"""Twitter for Android""",3,2,,Spanish,"""78039816""","Traffic Center",FMCENTER,"""1er programa de servicio público de información del tránsito en Caracas. @Renatoyanez @JonathanQuantip @JQuinteroTC @Cesarjavierg Instagram @TrafficFMCenter""",Non-Verified,https://twitter.com/FMCENTER,1824093,254,"28-Sep-2009 15:21:53"
"""1493557932658937858""",https://twitter.com/Mojijor/status/1493557932658937858,"15-Feb-2022 12:08:54","""RT @BrightMinho: ใครเล็ง AirPods 3 ร้านมั่นคง ลดเหลือ 6,469 บาท จากปกติ 6,790 บาท
พิกัด📍: https://t.co/QogbUrU2DQ

เก็บโค้ด Shopee Mall  โ…""",ReTweet,"""Twitter for iPhone""",4,0,"Los Angeles, CA",Thai,"""1380799075""",BiJi🤍🫀🤎❤️‍🔥,Mojijor,"""#พื้นที่ส่วนตัวนะจ๊ะ ❤SEHUN ❤D.O. 💗EXO 💕BLΛƆKPIИK""",Non-Verified,https://twitter.com/Mojijor,66,1126,"26-Apr-2013 01:19:16"
"""1493557612876500994""",https://twitter.com/2MINTis/status/1493557612876500994,"15-Feb-2022 12:07:38","""RT @BrightMinho: ใครเล็ง AirPods 3 ร้านมั่นคง ลดเหลือ 6,469 บาท จากปกติ 6,790 บาท
พิกัด📍: https://t.co/QogbUrU2DQ

เก็บโค้ด Shopee Mall  โ…""",ReTweet,"""Twitter for iPhone""",4,0,"🐳 52 Hz ",Thai,"""80318448""","✨🎙투민트 💜💫",2MINTis,"""♪ KPOP Addicted since 2005 ☂︎ㅣ♪ 92z | she/her ◡̈ | INFP-T/4w5 | ♥아미 ☆모아 ★ 엔진 | ☆스테이씨 | PLOUD🎙| MOVIE & IT GURL🎮 | #ทูมิ้นทือรีวิว #2MINTxSWITCH #2MINTxFood""",Non-Verified,https://twitter.com/2MINTis,1734,2680,"06-Oct-2009 14:44:04"
"""1493557516881776642""",https://twitter.com/BrightMinho/status/1493557516881776642,"15-Feb-2022 12:07:15","""ใครเล็ง AirPods 3 ร้านมั่นคง ลดเหลือ 6,469 บาท จากปกติ 6,790 บาท
พิกัด📍: https://t.co/QogbUrU2DQ

เก็บโค้ด Shopee Mall  โค้ดยังไม่หมดนะ และจะเติมอีก 21.00 น. ครับถ้าหมด

จะลดได้เหลือ 5,822 บาท !!

เก็บโค้ดได้ที่🎟: https://t.co/ZyBgmBeW89 #aff https://t.co/BeoJ7O1whH""",Tweet,"""Twitter for iPhone""",4,5,"ติดต่องาน Line ID: brightlight",Thai,"""165078383""",ʕ·ᴥ·ʔᴍɪɴʜᴏ🎧🧑🏻‍💻✨🎟,BrightMinho,"""ทวีตไปเรื่อย📟💻📱🌈powered by🍵| ชอบฟังเพลง ดูหนัง ซีรีส์ ชอบหูฟัง Gadgets, iOS, Android คำเตือน⚠️ ระวังโดนป้ายยา #MovieTwit | รีวิวทุกสิ่งทุกอย่างบนโลกใบนี้""",Non-Verified,https://twitter.com/BrightMinho,194164,749,"10-Jul-2010 14:50:25"
"""1493557376171278337""",https://twitter.com/allabouttimnas/status/1493557376171278337,"15-Feb-2022 12:06:42","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter Web App""",17,0,"DKI Jakarta, Indonesia",English,"""979353625955725312""","Timnas Indonesia",allabouttimnas,"""Indonesia National Team News Update

Soon AFFU23 CHAMPIONSHIP 2022

Youtube :""",Non-Verified,https://twitter.com/allabouttimnas,135,469,"29-Mar-2018 13:44:34"
"""1493556054776434688""",https://twitter.com/siklus_ID/status/1493556054776434688,"15-Feb-2022 12:01:27","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,"Tokyo-to, Japan",English,"""1454053978770051080""","Taufik Bachtiar S",siklus_ID,"""Manusia Yang Tidak Suka Di Ganggu""",Non-Verified,https://twitter.com/siklus_ID,56,1063,"29-Oct-2021 11:54:47"
"""1493554461243023363""",https://twitter.com/motocar22/status/1493554461243023363,"15-Feb-2022 11:55:07","""RT @FMCENTER: Autopista Valle-Coche - Lentitud sentido Norte para superar El Dist. Las Gaviotas, luego cola desde La Bandera hasta conectar…""",ReTweet,"""Twitter for Android""",1,0,venezuela,Spanish,"""392284154""",motocar22@gmail.com,motocar22,"""repuestos para tu auto somos tienda fisica tambien papeleria toners cartuchos aire acondicionado domestico e industrial presupuestos sin compromisos""",Non-Verified,https://twitter.com/motocar22,2628,3916,"16-Oct-2011 20:10:48"
"""1493554295236661248""",https://twitter.com/FMCENTER/status/1493554295236661248,"15-Feb-2022 11:54:27","""Autopista Valle-Coche - Lentitud sentido Norte para superar El Dist. Las Gaviotas, luego cola desde La Bandera hasta conectar a la #AFF sentido Este. 07:54am #TrafficCenter""",Tweet,"""Twitter for Android""",1,2,,Spanish,"""78039816""","Traffic Center",FMCENTER,"""1er programa de servicio público de información del tránsito en Caracas. @Renatoyanez @JonathanQuantip @JQuinteroTC @Cesarjavierg Instagram @TrafficFMCenter""",Non-Verified,https://twitter.com/FMCENTER,1824093,254,"28-Sep-2009 15:21:53"
"""1493550076786262016""",https://twitter.com/theSundaily/status/1493550076786262016,"15-Feb-2022 11:37:41","""AFF U-23: Myanmar pulls out, M’sia need to beat Laos to make semis 

#theSun #theSundaily #AFF #Malaysia #Myanmar #Laos
https://t.co/T3QHzonZJ5""",Tweet,"""Twitter Web App""",0,0,"Petaling Jaya",English,"""61083422""",theSun,theSundaily,"""Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.""",Non-Verified,https://twitter.com/theSundaily,155571,465,"29-Jul-2009 01:58:44"
"""1493549037336739840""",https://twitter.com/CescAmirul/status/1493549037336739840,"15-Feb-2022 11:33:33","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for iPhone""",17,0,"Shopee Express",English,"""510094394""",CEAMIRUL,CescAmirul,"""if U want something...U must do something #cityboyz IG/FB:cescamirul""",Non-Verified,https://twitter.com/CescAmirul,690,1449,"01-Mar-2012 11:31:30"
